"anio","marca","cod_provincia","matriculaciones"
2021,"SORIBERICA","41",8
2021,"SORIBERICA","43",1
2021,"SORIBERICA","45",1
2021,"SORIBERICA","46",131
2021,"SORIBERICA","47",3
2021,"SORIBERICA","50",8
2021,"SORTIMO","08",4
2021,"SORTIMO","09",1
2021,"SORTIMO","28",681
2021,"SORTIMO","35",32
2021,"SSANGYONG","01",10
2021,"SSANGYONG","02",24
2021,"SSANGYONG","03",78
2021,"SSANGYONG","04",21
2021,"SSANGYONG","05",5
2021,"SSANGYONG","06",37
2021,"SSANGYONG","07",30
2021,"SSANGYONG","08",257
2021,"SSANGYONG","09",24
2021,"SSANGYONG","10",16
2021,"SSANGYONG","11",56
2021,"SSANGYONG","12",13
2021,"SSANGYONG","13",33
2021,"SSANGYONG","14",17
2021,"SSANGYONG","15",19
2021,"SSANGYONG","16",15
2021,"SSANGYONG","17",26
2021,"SSANGYONG","18",28
2021,"SSANGYONG","19",12
2021,"SSANGYONG","20",21
2021,"SSANGYONG","21",22
2021,"SSANGYONG","22",18
2021,"SSANGYONG","23",17
2021,"SSANGYONG","24",15
2021,"SSANGYONG","25",17
2021,"SSANGYONG","26",14
2021,"SSANGYONG","27",15
2021,"SSANGYONG","28",519
2021,"SSANGYONG","29",51
2021,"SSANGYONG","30",65
2021,"SSANGYONG","31",21
2021,"SSANGYONG","32",10
2021,"SSANGYONG","33",21
2021,"SSANGYONG","34",2
2021,"SSANGYONG","35",26
2021,"SSANGYONG","36",23
2021,"SSANGYONG","37",20
2021,"SSANGYONG","38",6
2021,"SSANGYONG","39",17
2021,"SSANGYONG","40",5
2021,"SSANGYONG","41",53
2021,"SSANGYONG","42",1
2021,"SSANGYONG","43",43
2021,"SSANGYONG","44",13
2021,"SSANGYONG","45",218
2021,"SSANGYONG","46",131
2021,"SSANGYONG","47",25
2021,"SSANGYONG","48",32
2021,"SSANGYONG","49",2
2021,"SSANGYONG","50",42
2021,"SSANGYONG","51",6
2021,"SSANGYONG","52",29
2021,"STERCKEMAN","01",5
2021,"STERCKEMAN","02",2
2021,"STERCKEMAN","03",15
2021,"STERCKEMAN","04",1
2021,"STERCKEMAN","06",2
2021,"STERCKEMAN","08",159
2021,"STERCKEMAN","10",1
2021,"STERCKEMAN","11",6
2021,"STERCKEMAN","12",1
2021,"STERCKEMAN","14",8
2021,"STERCKEMAN","15",5
2021,"STERCKEMAN","16",2
2021,"STERCKEMAN","17",4
2021,"STERCKEMAN","18",5
2021,"STERCKEMAN","20",12
2021,"STERCKEMAN","22",1
2021,"STERCKEMAN","23",3
2021,"STERCKEMAN","25",8
2021,"STERCKEMAN","27",1
2021,"STERCKEMAN","28",22
2021,"STERCKEMAN","29",30
2021,"STERCKEMAN","30",10
2021,"STERCKEMAN","31",3
2021,"STERCKEMAN","32",2
2021,"STERCKEMAN","33",2
2021,"STERCKEMAN","35",1
2021,"STERCKEMAN","36",1
2021,"STERCKEMAN","37",1
2021,"STERCKEMAN","39",3
2021,"STERCKEMAN","41",13
2021,"STERCKEMAN","43",25
2021,"STERCKEMAN","44",1
2021,"STERCKEMAN","45",1
2021,"STERCKEMAN","46",38
2021,"STERCKEMAN","47",1
2021,"STERCKEMAN","48",22
2021,"STERCKEMAN","50",11
2021,"STIL CONVERSION","02",1
2021,"STIL CONVERSION","05",2
2021,"STIL CONVERSION","06",27
2021,"STIL CONVERSION","11",1
2021,"STIL CONVERSION","13",1
2021,"STIL CONVERSION","15",1
2021,"STIL CONVERSION","18",2
2021,"STIL CONVERSION","20",8
2021,"STIL CONVERSION","28",13
2021,"STIL CONVERSION","35",2
2021,"STIL CONVERSION","41",2
2021,"STIL CONVERSION","42",5
2021,"STIL CONVERSION","45",1
2021,"STIL CONVERSION","47",1
2021,"STILL","02",2
2021,"STILL","03",3
2021,"STILL","06",1
2021,"STILL","07",1
2021,"STILL","08",41
2021,"STILL","14",1
2021,"STILL","17",2
2021,"STILL","20",1
2021,"STILL","21",1
2021,"STILL","23",2
2021,"STILL","25",1
2021,"STILL","26",1
2021,"STILL","27",1
2021,"STILL","28",1
2021,"STILL","29",3
2021,"STILL","30",10
2021,"STILL","39",1
2021,"STILL","41",4
2021,"STILL","46",28
2021,"STILL","47",1
2021,"STILL","50",3
2021,"SUBARU","01",6
2021,"SUBARU","02",4
2021,"SUBARU","03",35
2021,"SUBARU","04",11
2021,"SUBARU","05",3
2021,"SUBARU","06",9
2021,"SUBARU","07",27
2021,"SUBARU","08",263
2021,"SUBARU","09",14
2021,"SUBARU","10",1
2021,"SUBARU","11",42
2021,"SUBARU","12",7
2021,"SUBARU","13",5
2021,"SUBARU","14",16
2021,"SUBARU","15",16
2021,"SUBARU","16",1
2021,"SUBARU","17",40
2021,"SUBARU","18",14
2021,"SUBARU","19",3
2021,"SUBARU","20",22
2021,"SUBARU","21",3
2021,"SUBARU","22",9
2021,"SUBARU","23",10
2021,"SUBARU","24",13
2021,"SUBARU","25",21
2021,"SUBARU","26",7
2021,"SUBARU","27",7
2021,"SUBARU","28",490
2021,"SUBARU","29",43
2021,"SUBARU","30",9
2021,"SUBARU","31",12
2021,"SUBARU","32",7
2021,"SUBARU","33",23
2021,"SUBARU","34",2
2021,"SUBARU","35",8
2021,"SUBARU","36",6
2021,"SUBARU","37",4
2021,"SUBARU","38",3
2021,"SUBARU","39",11
2021,"SUBARU","40",1
2021,"SUBARU","41",25
2021,"SUBARU","43",30
2021,"SUBARU","44",2
2021,"SUBARU","45",296
2021,"SUBARU","46",20
2021,"SUBARU","47",7
2021,"SUBARU","48",26
2021,"SUBARU","50",25
2021,"SUBARU","51",2
2021,"SUBARU","52",7
2021,"SUBIELA","03",2
2021,"SUBIELA","06",1
2021,"SUBIELA","08",13
2021,"SUBIELA","10",1
2021,"SUBIELA","16",1
2021,"SUBIELA","17",2
2021,"SUBIELA","28",7
2021,"SUBIELA","30",1
2021,"SUBIELA","39",1
2021,"SUBIELA","41",2
2021,"SUBIELA","46",246
2021,"SUNRA","01",3
2021,"SUNRA","02",10
2021,"SUNRA","03",50
2021,"SUNRA","04",15
2021,"SUNRA","05",2
2021,"SUNRA","06",10
2021,"SUNRA","07",14
2021,"SUNRA","08",30
2021,"SUNRA","10",2
2021,"SUNRA","11",11
2021,"SUNRA","12",1
2021,"SUNRA","13",10
2021,"SUNRA","14",15
2021,"SUNRA","15",8
2021,"SUNRA","17",8
2021,"SUNRA","18",10
2021,"SUNRA","19",1
2021,"SUNRA","20",2
2021,"SUNRA","21",15
2021,"SUNRA","22",1
2021,"SUNRA","23",10
2021,"SUNRA","24",4
2021,"SUNRA","25",2
2021,"SUNRA","26",6
2021,"SUNRA","27",1
2021,"SUNRA","28",56
2021,"SUNRA","29",14
2021,"SUNRA","30",13
2021,"SUNRA","31",1
2021,"SUNRA","32",1
2021,"SUNRA","33",4
2021,"SUNRA","34",2
2021,"SUNRA","35",6
2021,"SUNRA","36",4
2021,"SUNRA","37",3
2021,"SUNRA","38",2
2021,"SUNRA","39",2
2021,"SUNRA","40",1
2021,"SUNRA","41",40
2021,"SUNRA","42",2
2021,"SUNRA","43",8
2021,"SUNRA","45",1
2021,"SUNRA","46",23
2021,"SUNRA","47",2
2021,"SUNRA","48",8
2021,"SUNRA","50",9
2021,"SUNRA","52",2
2021,"SUPER SOCO","01",3
2021,"SUPER SOCO","02",2
2021,"SUPER SOCO","03",48
2021,"SUPER SOCO","04",5
2021,"SUPER SOCO","06",4
2021,"SUPER SOCO","07",102
2021,"SUPER SOCO","08",317
2021,"SUPER SOCO","09",2
2021,"SUPER SOCO","10",5
2021,"SUPER SOCO","11",8
2021,"SUPER SOCO","12",2
2021,"SUPER SOCO","14",2
2021,"SUPER SOCO","15",4
2021,"SUPER SOCO","17",8
2021,"SUPER SOCO","18",16
2021,"SUPER SOCO","19",2
2021,"SUPER SOCO","20",12
2021,"SUPER SOCO","21",8
2021,"SUPER SOCO","22",1
2021,"SUPER SOCO","23",2
2021,"SUPER SOCO","24",3
2021,"SUPER SOCO","26",2
2021,"SUPER SOCO","27",1
2021,"SUPER SOCO","28",115
2021,"SUPER SOCO","29",40
2021,"SUPER SOCO","30",10
2021,"SUPER SOCO","31",9
2021,"SUPER SOCO","32",2
2021,"SUPER SOCO","33",11
2021,"SUPER SOCO","35",14
2021,"SUPER SOCO","36",12
2021,"SUPER SOCO","37",3
2021,"SUPER SOCO","38",3
2021,"SUPER SOCO","39",3
2021,"SUPER SOCO","40",1
2021,"SUPER SOCO","41",13
2021,"SUPER SOCO","43",11
2021,"SUPER SOCO","45",6
2021,"SUPER SOCO","46",37
2021,"SUPER SOCO","47",4
2021,"SUPER SOCO","48",5
2021,"SUPER SOCO","50",12
2021,"SUZUKI","01",18
2021,"SUZUKI","02",53
2021,"SUZUKI","03",408
2021,"SUZUKI","04",61
2021,"SUZUKI","05",14
2021,"SUZUKI","06",45
2021,"SUZUKI","07",165
2021,"SUZUKI","08",1203
2021,"SUZUKI","09",41
2021,"SUZUKI","10",22
2021,"SUZUKI","11",146
2021,"SUZUKI","12",21
2021,"SUZUKI","13",29
2021,"SUZUKI","14",70
2021,"SUZUKI","15",49
2021,"SUZUKI","16",14
2021,"SUZUKI","17",162
2021,"SUZUKI","18",77
2021,"SUZUKI","19",64
2021,"SUZUKI","20",55
2021,"SUZUKI","21",43
2021,"SUZUKI","22",50
2021,"SUZUKI","23",33
2021,"SUZUKI","24",65
2021,"SUZUKI","25",55
2021,"SUZUKI","26",65
2021,"SUZUKI","27",35
2021,"SUZUKI","28",1821
2021,"SUZUKI","29",315
2021,"SUZUKI","30",135
2021,"SUZUKI","31",510
2021,"SUZUKI","32",18
2021,"SUZUKI","33",78
2021,"SUZUKI","34",10
2021,"SUZUKI","35",187
2021,"SUZUKI","36",105
2021,"SUZUKI","37",38
2021,"SUZUKI","38",101
2021,"SUZUKI","39",80
2021,"SUZUKI","40",10
2021,"SUZUKI","41",150
2021,"SUZUKI","42",8
2021,"SUZUKI","43",165
2021,"SUZUKI","44",22
2021,"SUZUKI","45",70
2021,"SUZUKI","46",227
2021,"SUZUKI","47",68
2021,"SUZUKI","48",105
2021,"SUZUKI","49",15
2021,"SUZUKI","50",186
2021,"SUZUKI","51",6
2021,"SUZUKI","52",8
2021,"SWM","01",6
2021,"SWM","02",3
2021,"SWM","03",3
2021,"SWM","04",2
2021,"SWM","05",4
2021,"SWM","06",1
2021,"SWM","07",7
2021,"SWM","08",16
2021,"SWM","09",3
2021,"SWM","11",2
2021,"SWM","12",2
2021,"SWM","14",2
2021,"SWM","15",1
2021,"SWM","17",5
2021,"SWM","18",4
2021,"SWM","21",1
2021,"SWM","22",5
2021,"SWM","23",2
2021,"SWM","24",1
2021,"SWM","25",2
2021,"SWM","26",1
2021,"SWM","28",13
2021,"SWM","29",3
2021,"SWM","30",6
2021,"SWM","31",1
2021,"SWM","35",9
2021,"SWM","36",1
2021,"SWM","38",1
2021,"SWM","39",1
2021,"SWM","41",2
2021,"SWM","43",4
2021,"SWM","46",9
2021,"SWM","47",1
2021,"SWM","48",11
2021,"SWM","50",6
2021,"SYM","01",7
2021,"SYM","02",14
2021,"SYM","03",189
2021,"SYM","04",31
2021,"SYM","05",4
2021,"SYM","06",2
2021,"SYM","07",164
2021,"SYM","08",1126
2021,"SYM","09",16
2021,"SYM","10",8
2021,"SYM","11",252
2021,"SYM","12",9
2021,"SYM","13",6
2021,"SYM","14",102
2021,"SYM","15",13
2021,"SYM","16",2
2021,"SYM","17",234
2021,"SYM","18",87
2021,"SYM","19",6
2021,"SYM","20",59
2021,"SYM","21",26
2021,"SYM","22",6
2021,"SYM","23",29
2021,"SYM","24",4
2021,"SYM","25",20
2021,"SYM","26",9
2021,"SYM","27",4
2021,"SYM","28",287
2021,"SYM","29",196
2021,"SYM","30",109
2021,"SYM","31",36
2021,"SYM","32",14
2021,"SYM","33",31
2021,"SYM","34",4
2021,"SYM","35",51
2021,"SYM","36",32
2021,"SYM","37",14
2021,"SYM","38",44
2021,"SYM","39",20
2021,"SYM","40",1
2021,"SYM","41",207
2021,"SYM","42",1
2021,"SYM","43",84
2021,"SYM","44",5
2021,"SYM","45",15
2021,"SYM","46",86
2021,"SYM","47",12
2021,"SYM","48",27
2021,"SYM","49",12
2021,"SYM","50",50
2021,"SYM","51",6
2021,"SYM","52",22
2021,"TECNOCARROCERA","02",7
2021,"TECNOCARROCERA","06",2
2021,"TECNOCARROCERA","08",1
2021,"TECNOCARROCERA","16",9
2021,"TECNOCARROCERA","26",1
2021,"TECNOCARROCERA","28",69
2021,"TECNOCARROCERA","30",1
2021,"TECNOCARROCERA","33",1
2021,"TECNOCARROCERA","46",1
2021,"TECNOCARROCERA","48",1
2021,"TECNOVE FIBERGLASS","02",5
2021,"TECNOVE FIBERGLASS","06",27
2021,"TECNOVE FIBERGLASS","08",25
2021,"TECNOVE FIBERGLASS","10",7
2021,"TECNOVE FIBERGLASS","13",6
2021,"TECNOVE FIBERGLASS","14",3
2021,"TECNOVE FIBERGLASS","19",4
2021,"TECNOVE FIBERGLASS","22",1
2021,"TECNOVE FIBERGLASS","24",1
2021,"TECNOVE FIBERGLASS","28",106
2021,"TECNOVE FIBERGLASS","29",9
2021,"TECNOVE FIBERGLASS","31",2
2021,"TECNOVE FIBERGLASS","35",22
2021,"TECNOVE FIBERGLASS","38",8
2021,"TECNOVE FIBERGLASS","40",1
2021,"TECNOVE FIBERGLASS","41",11
2021,"TECNOVE FIBERGLASS","42",1
2021,"TECNOVE FIBERGLASS","43",1
2021,"TECNOVE FIBERGLASS","45",1
2021,"TECNOVE FIBERGLASS","46",10
2021,"TECNOVE FIBERGLASS","47",5
2021,"TECNOVE FIBERGLASS","49",1
2021,"TESLA","01",11
2021,"TESLA","02",7
2021,"TESLA","03",74
2021,"TESLA","04",16
2021,"TESLA","05",7
2021,"TESLA","06",8
2021,"TESLA","07",27
2021,"TESLA","08",712
2021,"TESLA","09",7
2021,"TESLA","10",24
2021,"TESLA","11",34
2021,"TESLA","12",12
2021,"TESLA","13",8
2021,"TESLA","14",20
2021,"TESLA","15",20
2021,"TESLA","16",7
2021,"TESLA","17",56
2021,"TESLA","18",41
2021,"TESLA","19",10
2021,"TESLA","20",21
2021,"TESLA","21",17
2021,"TESLA","22",5
2021,"TESLA","23",15
2021,"TESLA","24",12
2021,"TESLA","25",51
2021,"TESLA","26",5
2021,"TESLA","27",8
2021,"TESLA","28",933
2021,"TESLA","29",107
2021,"TESLA","30",46
2021,"TESLA","31",25
2021,"TESLA","32",3
2021,"TESLA","33",17
2021,"TESLA","34",7
2021,"TESLA","36",13
2021,"TESLA","37",14
2021,"TESLA","38",1
2021,"TESLA","39",12
2021,"TESLA","40",2
2021,"TESLA","41",85
2021,"TESLA","42",2
2021,"TESLA","43",56
2021,"TESLA","44",2
2021,"TESLA","45",24
2021,"TESLA","46",196
2021,"TESLA","47",6
2021,"TESLA","48",36
2021,"TESLA","49",2
2021,"TESLA","50",32
2021,"TEYME","02",1
2021,"TEYME","03",4
2021,"TEYME","06",4
2021,"TEYME","07",1
2021,"TEYME","08",7
2021,"TEYME","09",2
2021,"TEYME","10",1
2021,"TEYME","12",1
2021,"TEYME","13",2
2021,"TEYME","14",2
2021,"TEYME","17",1
2021,"TEYME","18",1
2021,"TEYME","21",4
2021,"TEYME","22",12
2021,"TEYME","25",60
2021,"TEYME","26",10
2021,"TEYME","29",1
2021,"TEYME","30",2
2021,"TEYME","31",2
2021,"TEYME","41",9
2021,"TEYME","43",17
2021,"TEYME","44",3
2021,"TEYME","46",2
2021,"TEYME","47",3
2021,"TEYME","50",15
2021,"THWAITES","08",5
2021,"THWAITES","15",7
2021,"THWAITES","17",2
2021,"THWAITES","18",2
2021,"THWAITES","20",5
2021,"THWAITES","21",2
2021,"THWAITES","24",2
2021,"THWAITES","26",3
2021,"THWAITES","28",24
2021,"THWAITES","29",2
2021,"THWAITES","31",12
2021,"THWAITES","33",27
2021,"THWAITES","36",2
2021,"THWAITES","41",8
2021,"THWAITES","43",13
2021,"THWAITES","45",6
2021,"THWAITES","46",9
2021,"THWAITES","48",2
2021,"TISVOL","02",16
2021,"TISVOL","03",4
2021,"TISVOL","04",16
2021,"TISVOL","06",21
2021,"TISVOL","08",16
2021,"TISVOL","09",5
2021,"TISVOL","10",2
2021,"TISVOL","11",3
2021,"TISVOL","12",28
2021,"TISVOL","13",6
2021,"TISVOL","14",7
2021,"TISVOL","16",10
2021,"TISVOL","17",2
2021,"TISVOL","18",5
2021,"TISVOL","19",6
2021,"TISVOL","20",3
2021,"TISVOL","22",6
2021,"TISVOL","23",4
2021,"TISVOL","24",2
2021,"TISVOL","25",22
2021,"TISVOL","26",2
2021,"TISVOL","27",1
2021,"TISVOL","28",16
2021,"TISVOL","29",1
2021,"TISVOL","30",14
2021,"TISVOL","31",2
2021,"TISVOL","32",6
2021,"TISVOL","33",2
2021,"TISVOL","34",2
2021,"TISVOL","37",1
2021,"TISVOL","39",4
2021,"TISVOL","40",5
2021,"TISVOL","41",7
2021,"TISVOL","42",5
2021,"TISVOL","43",8
2021,"TISVOL","44",11
2021,"TISVOL","45",4
2021,"TISVOL","46",59
2021,"TISVOL","47",4
2021,"TISVOL","48",3
2021,"TISVOL","49",1
2021,"TISVOL","50",6
2021,"TOYOTA","01",387
2021,"TOYOTA","02",265
2021,"TOYOTA","03",1564
2021,"TOYOTA","04",482
2021,"TOYOTA","05",270
2021,"TOYOTA","06",751
2021,"TOYOTA","07",973
2021,"TOYOTA","08",8224
2021,"TOYOTA","09",319
2021,"TOYOTA","10",487
2021,"TOYOTA","11",1323
2021,"TOYOTA","12",172
2021,"TOYOTA","13",240
2021,"TOYOTA","14",594
2021,"TOYOTA","15",696
2021,"TOYOTA","16",90
2021,"TOYOTA","17",1127
2021,"TOYOTA","18",833
2021,"TOYOTA","19",234
2021,"TOYOTA","20",631
2021,"TOYOTA","21",507
2021,"TOYOTA","22",203
2021,"TOYOTA","23",376
2021,"TOYOTA","24",327
2021,"TOYOTA","25",477
2021,"TOYOTA","26",289
2021,"TOYOTA","27",377
2021,"TOYOTA","28",29464
2021,"TOYOTA","29",1695
2021,"TOYOTA","30",669
2021,"TOYOTA","31",354
2021,"TOYOTA","32",169
2021,"TOYOTA","33",557
2021,"TOYOTA","34",113
2021,"TOYOTA","35",1164
2021,"TOYOTA","36",514
2021,"TOYOTA","37",329
2021,"TOYOTA","38",494
2021,"TOYOTA","39",382
2021,"TOYOTA","40",108
2021,"TOYOTA","41",1929
2021,"TOYOTA","42",80
2021,"TOYOTA","43",1006
2021,"TOYOTA","44",169
2021,"TOYOTA","45",631
2021,"TOYOTA","46",2394
2021,"TOYOTA","47",490
2021,"TOYOTA","48",848
2021,"TOYOTA","49",152
2021,"TOYOTA","50",768
2021,"TOYOTA","51",94
2021,"TOYOTA","52",113
2021,"TRANSPOL","01",1
2021,"TRANSPOL","02",1
2021,"TRANSPOL","03",2
2021,"TRANSPOL","05",1
2021,"TRANSPOL","06",4
2021,"TRANSPOL","07",10
2021,"TRANSPOL","08",13
2021,"TRANSPOL","09",1
2021,"TRANSPOL","10",2
2021,"TRANSPOL","11",1
2021,"TRANSPOL","12",2
2021,"TRANSPOL","13",3
2021,"TRANSPOL","14",1
2021,"TRANSPOL","15",3
2021,"TRANSPOL","16",1
2021,"TRANSPOL","17",2
2021,"TRANSPOL","18",2
2021,"TRANSPOL","20",2
2021,"TRANSPOL","23",2
2021,"TRANSPOL","25",4
2021,"TRANSPOL","26",1
2021,"TRANSPOL","28",161
2021,"TRANSPOL","29",1
2021,"TRANSPOL","30",1
2021,"TRANSPOL","31",1
2021,"TRANSPOL","32",1
2021,"TRANSPOL","34",1
2021,"TRANSPOL","35",17
2021,"TRANSPOL","36",6
2021,"TRANSPOL","37",4
2021,"TRANSPOL","38",3
2021,"TRANSPOL","39",2
2021,"TRANSPOL","40",2
2021,"TRANSPOL","41",3
2021,"TRANSPOL","43",1
2021,"TRANSPOL","45",2
2021,"TRANSPOL","46",10
2021,"TRANSPOL","47",1
2021,"TRANSPOL","48",6
2021,"TRIUMPH","01",7
2021,"TRIUMPH","02",7
2021,"TRIUMPH","03",107
2021,"TRIUMPH","04",28
2021,"TRIUMPH","05",7
2021,"TRIUMPH","06",4
2021,"TRIUMPH","07",43
2021,"TRIUMPH","08",455
2021,"TRIUMPH","09",12
2021,"TRIUMPH","10",9
2021,"TRIUMPH","11",66
2021,"TRIUMPH","12",6
2021,"TRIUMPH","13",12
2021,"TRIUMPH","14",5
2021,"TRIUMPH","15",41
2021,"TRIUMPH","16",8
2021,"TRIUMPH","17",79
2021,"TRIUMPH","18",44
2021,"TRIUMPH","19",11
2021,"TRIUMPH","20",39
2021,"TRIUMPH","21",39
2021,"TRIUMPH","22",8
2021,"TRIUMPH","23",5
2021,"TRIUMPH","24",7
2021,"TRIUMPH","25",34
2021,"TRIUMPH","26",8
2021,"TRIUMPH","27",5
2021,"TRIUMPH","28",437
2021,"TRIUMPH","29",88
2021,"TRIUMPH","30",55
2021,"TRIUMPH","31",10
2021,"TRIUMPH","32",5
2021,"TRIUMPH","33",26
2021,"TRIUMPH","34",5
2021,"TRIUMPH","35",45
2021,"TRIUMPH","36",46
2021,"TRIUMPH","37",4
2021,"TRIUMPH","38",23
2021,"TRIUMPH","39",8
2021,"TRIUMPH","40",5
2021,"TRIUMPH","41",74
2021,"TRIUMPH","43",61
2021,"TRIUMPH","44",7
2021,"TRIUMPH","45",7
2021,"TRIUMPH","46",108
2021,"TRIUMPH","47",31
2021,"TRIUMPH","48",39
2021,"TRIUMPH","49",3
2021,"TRIUMPH","50",38
2021,"TRIUMPH","51",1
2021,"TRS","03",12
2021,"TRS","05",1
2021,"TRS","07",7
2021,"TRS","08",92
2021,"TRS","11",1
2021,"TRS","12",3
2021,"TRS","14",2
2021,"TRS","15",2
2021,"TRS","16",1
2021,"TRS","17",11
2021,"TRS","18",8
2021,"TRS","19",3
2021,"TRS","20",11
2021,"TRS","21",2
2021,"TRS","22",1
2021,"TRS","23",6
2021,"TRS","24",2
2021,"TRS","25",5
2021,"TRS","26",6
2021,"TRS","28",24
2021,"TRS","29",2
2021,"TRS","30",2
2021,"TRS","31",5
2021,"TRS","32",1
2021,"TRS","33",1
2021,"TRS","34",2
2021,"TRS","35",2
2021,"TRS","36",3
2021,"TRS","37",1
2021,"TRS","39",3
2021,"TRS","40",2
2021,"TRS","42",2
2021,"TRS","43",5
2021,"TRS","44",1
2021,"TRS","45",2
2021,"TRS","46",5
2021,"TRS","48",2
2021,"TRS","50",1
2021,"TSD","01",1
2021,"TSD","02",1
2021,"TSD","03",6
2021,"TSD","06",1
2021,"TSD","07",8
2021,"TSD","08",46
2021,"TSD","09",3
2021,"TSD","10",3
2021,"TSD","11",10
2021,"TSD","12",1
2021,"TSD","13",2
2021,"TSD","14",3
2021,"TSD","15",12
2021,"TSD","17",2
2021,"TSD","18",6
2021,"TSD","19",4
2021,"TSD","20",5
2021,"TSD","23",1
2021,"TSD","24",1
2021,"TSD","25",3
2021,"TSD","27",1
2021,"TSD","28",133
2021,"TSD","29",4
2021,"TSD","30",5
2021,"TSD","31",5
2021,"TSD","32",1
2021,"TSD","33",6
2021,"TSD","35",2
2021,"TSD","36",11
2021,"TSD","37",2
2021,"TSD","39",2
2021,"TSD","40",1
2021,"TSD","41",9
2021,"TSD","43",7
2021,"TSD","45",5
2021,"TSD","46",5
2021,"TSD","47",1
2021,"TSD","48",4
2021,"TSD","50",2
2021,"UM","01",5
2021,"UM","02",10
2021,"UM","03",70
2021,"UM","04",18
2021,"UM","05",8
2021,"UM","06",13
2021,"UM","07",16
2021,"UM","08",48
2021,"UM","09",23
2021,"UM","10",10
2021,"UM","11",19
2021,"UM","12",5
2021,"UM","13",21
2021,"UM","14",25
2021,"UM","15",14
2021,"UM","16",4
2021,"UM","17",13
2021,"UM","18",23
2021,"UM","19",12
2021,"UM","20",8
2021,"UM","21",7
2021,"UM","22",9
2021,"UM","23",15
2021,"UM","24",12
2021,"UM","25",4
2021,"UM","26",12
2021,"UM","27",1
2021,"UM","28",130
2021,"UM","29",13
2021,"UM","30",12
2021,"UM","31",16
2021,"UM","32",8
2021,"UM","33",13
2021,"UM","34",1
2021,"UM","35",5
2021,"UM","36",16
2021,"UM","37",5
2021,"UM","38",1
2021,"UM","39",8
2021,"UM","40",5
2021,"UM","41",26
2021,"UM","42",1
2021,"UM","43",18
2021,"UM","44",3
2021,"UM","45",16
2021,"UM","46",51
2021,"UM","47",10
2021,"UM","48",16
2021,"UM","49",6
2021,"UM","50",28
2021,"URBAN ELECTRIC MOTORS","02",6
2021,"URBAN ELECTRIC MOTORS","03",2
2021,"URBAN ELECTRIC MOTORS","08",175
2021,"URBAN ELECTRIC MOTORS","12",1
2021,"URBAN ELECTRIC MOTORS","16",1
2021,"URBAN ELECTRIC MOTORS","28",350
2021,"URBAN ELECTRIC MOTORS","46",1
2021,"VALTRA","02",47
2021,"VALTRA","03",4
2021,"VALTRA","04",7
2021,"VALTRA","05",12
2021,"VALTRA","06",1
2021,"VALTRA","08",5
2021,"VALTRA","09",6
2021,"VALTRA","10",6
2021,"VALTRA","11",8
2021,"VALTRA","12",2
2021,"VALTRA","13",15
2021,"VALTRA","14",22
2021,"VALTRA","15",14
2021,"VALTRA","16",12
2021,"VALTRA","17",3
2021,"VALTRA","18",5
2021,"VALTRA","19",4
2021,"VALTRA","22",8
2021,"VALTRA","23",13
2021,"VALTRA","24",10
2021,"VALTRA","25",14
2021,"VALTRA","27",7
2021,"VALTRA","28",4
2021,"VALTRA","29",6
2021,"VALTRA","30",16
2021,"VALTRA","31",4
2021,"VALTRA","32",1
2021,"VALTRA","33",3
2021,"VALTRA","34",8
2021,"VALTRA","36",5
2021,"VALTRA","37",8
2021,"VALTRA","38",1
2021,"VALTRA","39",4
2021,"VALTRA","40",8
2021,"VALTRA","41",4
2021,"VALTRA","42",4
2021,"VALTRA","43",3
2021,"VALTRA","44",4
2021,"VALTRA","45",7
2021,"VALTRA","46",8
2021,"VALTRA","47",5
2021,"VALTRA","49",1
2021,"VALTRA","50",12
2021,"VELCA","02",2
2021,"VELCA","03",7
2021,"VELCA","04",5
2021,"VELCA","06",6
2021,"VELCA","07",4
2021,"VELCA","08",19
2021,"VELCA","09",4
2021,"VELCA","10",1
2021,"VELCA","11",9
2021,"VELCA","13",1
2021,"VELCA","14",2
2021,"VELCA","15",25
2021,"VELCA","16",2
2021,"VELCA","17",5
2021,"VELCA","18",4
2021,"VELCA","19",1
2021,"VELCA","20",2
2021,"VELCA","23",1
2021,"VELCA","24",1
2021,"VELCA","25",3
2021,"VELCA","27",1
2021,"VELCA","28",101
2021,"VELCA","29",10
2021,"VELCA","30",4
2021,"VELCA","31",4
2021,"VELCA","32",5
2021,"VELCA","33",8
2021,"VELCA","36",11
2021,"VELCA","37",6
2021,"VELCA","39",3
2021,"VELCA","41",13
2021,"VELCA","43",3
2021,"VELCA","44",2
2021,"VELCA","45",2
2021,"VELCA","46",18
2021,"VELCA","47",1
2021,"VELCA","48",7
2021,"VELCA","49",1
2021,"VELCA","50",2
2021,"VESPA","01",2
2021,"VESPA","02",2
2021,"VESPA","03",12
2021,"VESPA","04",9
2021,"VESPA","05",1
2021,"VESPA","06",4
2021,"VESPA","07",7
2021,"VESPA","08",21
2021,"VESPA","11",4
2021,"VESPA","12",5
2021,"VESPA","13",4
2021,"VESPA","14",2
2021,"VESPA","15",2
2021,"VESPA","16",1
2021,"VESPA","17",6
2021,"VESPA","18",5
2021,"VESPA","20",1
2021,"VESPA","21",1
2021,"VESPA","23",9
2021,"VESPA","24",1
2021,"VESPA","25",3
2021,"VESPA","26",2
2021,"VESPA","28",21
2021,"VESPA","29",12
